-0.252361;0.009265;0.004476
-0.265037;-0.051679;0.008863
-0.330920;-0.034925;0.008201
-0.296986;0.021785;0.005260
-0.265355;-0.025740;0.007165
-0.364175;-0.022764;-0.002071
-0.301238;-0.051977;0.007231
-0.286954;-0.017257;0.008856
-0.385632;-0.030269;-0.003630
-0.330818;0.003698;0.008544
-0.315595;-0.022075;0.003656
-0.248473;-0.008972;0.009361
-0.366350;-0.012410;0.002119
-0.366849;-0.032881;-0.000956
-0.367946;-0.020126;0.002250
-0.346626;-0.001443;0.004404
-0.276879;0.018313;0.005645
-0.364682;-0.001200;0.003856
-0.348652;-0.000599;0.005945
-0.300546;-0.032320;0.009325
-0.310958;-0.017118;0.009172
-0.347278;-0.011312;0.004822
-0.320358;-0.006955;0.000355
-0.331346;0.012295;0.003079
-0.274709;-0.019807;0.007885
-0.269381;-0.008401;0.008141
-0.296819;-0.000208;0.008292
-0.336163;-0.032935;0.004264
-0.275433;-0.042976;0.006615
-0.290407;0.014296;0.006886
-0.323156;0.013328;0.000703
-0.368533;0.005763;0.010345
-0.361679;-0.037855;0.000043
-0.351130;-0.021124;0.002318
-0.299877;-0.012019;0.002077
-0.333520;-0.017569;0.006081
-0.329381;-0.035123;0.010546
-0.267877;-0.054643;0.008579
-0.327721;-0.012194;0.009041
-0.339771;-0.012105;0.004845
-0.312578;0.002722;0.003264
-0.273626;-0.000151;0.006782
-0.379028;-0.022266;0.002835
-0.288864;-0.026589;0.003804
-0.279889;-0.047993;0.006664
-0.390220;-0.025948;-0.002123
-0.316511;-0.018622;0.004888
-0.370489;-0.019267;0.001884
-0.364991;-0.023238;0.007010
-0.363317;-0.021216;0.005787
-0.331278;0.024757;0.005602
-0.364292;-0.015841;0.003015
-0.288115;0.035209;0.004078
-0.379791;-0.007870;-0.001044
-0.270044;-0.018722;0.010068
-0.318966;-0.027215;0.004017
-0.303568;-0.006206;0.006220
-0.292369;0.021389;0.003428
-0.314011;-0.018210;0.006780
-0.295302;0.028845;0.005577
